question,Group,document
"Theo quy định, đại lý chào mua cổ phiếu công khai có những nghĩa vụ gì?",Legal,f99d26e0
Ai là người chịu trách nhiệm trong trường hợp vi phạm quy định khi thực hiện chào mua công khai?,Legal,f99d26e0
Vai trò của đại lý trong việc nhận đăng ký bán cổ phiếu và chứng chỉ quỹ là gì?,Legal,f99d26e0
Làm thế nào đại lý đảm bảo tổ chức chào mua có đủ tiền cho chào mua công khai thanh toán bằng tiền?,Legal,f99d26e0
"Trong trường hợp chào mua bằng cổ phiếu phát hành, đại lý có những trách nhiệm gì?",Legal,f99d26e0
Căn cứ vào Luật nào mà cha mẹ bị phạt tiền khi ép buộc con gái ly hôn?,Legal,db01a0a2
Hành vi ép buộc con gái ly hôn của cha mẹ có thể bị phạt tiền bao nhiêu?,Legal,db01a0a2
"Nếu cha mẹ ép buộc con ly hôn, mức phạt hình sự là bao nhiêu?",Legal,db01a0a2
"Ngoài phạt tiền, cha mẹ ép buộc con ly hôn còn bị xử lý như thế nào?",Legal,db01a0a2
Có trường hợp cha mẹ ép buộc con gái ly hôn được miễn phạt không?,Legal,db01a0a2
Phạt tiền bao nhiêu nếu lái xe máy gây tai nạn mà không cấp cứu?,Legal,d0005c24
Hệ lụy về tài chính khi lái xe máy gây tai nạn mà không cứu giúp nạn nhân là gì?,Legal,d0005c24
Mức phạt nào được áp dụng với trường hợp bỏ cuộc khi điều khiển xe máy gây tai nạn?,Legal,d0005c24
"Khi lái xe máy gây tai nạn mà không cứu giúp, phạm luật bao nhiêu?",Legal,d0005c24
Đánh giá tiền tài khoản cần trả nếu lái xe máy gây tai nạn và không cứu người ra sao?,Legal,d0005c24
Diện tích tối thiểu cho một người luyện tập môn bóng ném là bao nhiêu?,Legal,f58cac80
Mật độ tập luyện môn bóng ném có quy định về diện tích?,Legal,f58cac80
Yêu cầu về diện tích dành cho mỗi người khi tập luyện bóng ném là gì?,Legal,f58cac80
Luyện tập bóng ném cần đảm bảo khoảng cách tối thiểu giữa các người tập bao nhiêu?,Legal,f58cac80
Bóng ném được quy định tập luyện ở mật độ bao nhiêu mét vuông trên một người?,Legal,f58cac80
Người sinh năm 2000 bao nhiêu tuổi được phép dự tuyển trường quân đội?,Legal,b93fc017
Có điều kiện gì để sinh năm 2000 được tham gia dự tuyển quân đội?,Legal,b93fc017
Lứa tuổi nào được phép tham gia dự tuyển trường quân đội?,Legal,b93fc017
Giới hạn tuổi tham gia dự tuyển trường quân đội là bao nhiêu?,Legal,b93fc017
"Theo quy định, ai có thể tham gia dự tuyển trường quân đội?",Legal,b93fc017
Thủ tướng Chính phủ có thẩm quyền nào về thành lập khu kinh tế?,Legal,608009e2
Yếu tố nào cần được tuân thủ khi Thủ tướng Chính phủ quyết định mở rộng khu kinh tế?,Legal,608009e2
Quy hoạch phát triển khu kinh tế được phê duyệt là gì?,Legal,608009e2
Ai có thẩm quyền quyết định thành lập khu kinh tế?,Legal,608009e2
Quy trình nào được áp dụng trong việc mở rộng khu kinh tế?,Legal,608009e2
Sản phẩm có nguồn gốc từ khoa học công nghệ là gì?,Legal,59d1dc2c
Các ví dụ về sản phẩm dựa trên kết quả khoa học và công nghệ bao gồm những gì?,Legal,59d1dc2c
Quá trình sản xuất dựa trên khoa học công nghệ là như thế nào?,Legal,59d1dc2c
Sản phẩm từ khoa học công nghệ bao gồm những dạng nào?,Legal,59d1dc2c
Ứng dụng khoa học công nghệ trong sản phẩm gồm những khía cạnh nào?,Legal,59d1dc2c
Việc sử dụng kinh phí công nghiệp hỗ trợ dành cho quản lý chương trình đề án được quy định như thế nào?,Legal,aee50c2b
Có những hạng mục nào được tính vào kinh phí quản lý chương trình đề án công nghiệp hỗ trợ?,Legal,aee50c2b
Giới hạn sử dụng kinh phí quản lý đối với tổ chức thực hiện dịch vụ công nghiệp hỗ trợ là bao nhiêu?,Legal,aee50c2b
"Trong trường hợp nào, mức giới hạn kinh phí quản lý cho tổ chức thực hiện đề án công nghiệp hỗ trợ được nâng cao?",Legal,aee50c2b
Những trường hợp nào được Chính phủ xem xét để áp dụng mức chi tối đa 4% dự toán của đề án công nghiệp hỗ trợ?,Legal,aee50c2b
Người lao động và người sử dụng lao động thỏa thuận gì về chương trình hưu trí bổ sung?,Legal,2e224cbf
Người lao động cần giữ bao nhiêu bản thỏa thuận tham gia chương trình hưu trí bổ sung?,Legal,2e224cbf
Văn bản thỏa thuận tham gia chương trình hưu trí bổ sung bao nhiêu bản?,Legal,2e224cbf
Ai giữ bản thỏa thuận?,Legal,2e224cbf
Sự thỏa thuận tham gia chương trình hưu trí bổ sung được ký bằng văn bản gì?,Legal,2e224cbf
Cảnh sát giao thông sẽ xử phạt bao nhiêu tiền nếu quay đầu ô tô trong hầm đường bộ?,Legal,97af83e1
Người lái xe bị phạt tiền bao nhiêu khi thực hiện hành vi quay đầu xe ô tô trong hầm đường bộ?,Legal,97af83e1
Có phạt tiền khi quay đầu xe trong hầm đường bộ không?,Legal,97af83e1
Hành vi quay đầu xe ô tô trong hầm đường bộ có thể bị phạt bao nhiêu?,Legal,97af83e1
Tính phạt tiền cho vi phạm luật an toàn giao thông trong hầm đường bộ ?,Legal,97af83e1
Chứng chỉ rừng quốc tế do tổ chức nào cấp?,Legal,6dc2c818
"Để có được chứng chỉ rừng quốc tế, công ty phải đáp ứng tiêu chuẩn gì?",Legal,6dc2c818
Điều gì được xác nhận qua chứng chỉ rừng quốc tế?,Legal,6dc2c818
Tổ chức chứng nhận rừng quốc tế là gì?,Legal,6dc2c818
Chứng chỉ rừng quốc tế quan trọng như thế nào?,Legal,6dc2c818
"Cục nào thuộc Bộ nào có nhiệm vụ thu phí thẩm định cấp phép thăm dò, khai thác, sử dụng tài nguyên nước?",Legal,6adc9727
Bộ Tài nguyên và Môi trường có trách nhiệm gì liên quan đến tài nguyên nước?,Legal,6adc9727
Tổ chức nào chịu trách nhiệm về  phi thẩm định cấp phép sử dụng tài nguyên?,Legal,6adc9727
Ai thu phí thẩm định cấp phép thăm dò tài nguyên nước?,Legal,6adc9727
Giai đoạn nào cần phải đóng phí thẩm định?,Legal,6adc9727
Bộ Công an có vai trò như thế nào trong quản lý cơ sở dữ liệu về thi hành án hình sự?,Legal,f5b87521
"Ngoài việc Hỗ trợ Chính phủ, Bộ Công an còn có quyền hạn nào trong việc quản lý cơ sở dữ liệu thi hành án hình sự?",Legal,f5b87521
Bộ Công an chịu trách nhiệm gì về vật chất và đào tạo cán bộ liên quan đến cơ sở dữ liệu thi hành án hình sự?,Legal,f5b87521
Quyền hạn của Bộ Công an bao gồm công việc gì liên quan đến việc sử dụng  cơ sở dữ liệu thi hành án hình sự?,Legal,f5b87521
"Bên cạnh các quyền hạn nêu ra, Bộ Công an còn có những nhiệm vụ pháp lý nào khác trong lĩnh vực này? ",Legal,f5b87521
Mức phạt cho vi phạm tốc độ từ 10km/h đến 20km/h là bao nhiêu?,Legal,6c4c15dd
Xe máy di chuyển quá tốc độ 15km/h sẽ bị phạt bao nhiêu tiền?,Legal,6c4c15dd
Độ chênh lệch vận tốc xe máy bị phạt từ 10km/h đến 20km/h là bao nhiêu?,Legal,6c4c15dd
Biết tốc độ xe máy chạy quá tốc độ quy định từ 10 km/h đến 20 km/h có mức phạt bao nhiêu?,Legal,6c4c15dd
Vận tốc xe máy nào sẽ bị phạt từ 600.000 đến 1.000.000 đồng? ,Legal,6c4c15dd
Điều tra hiện trạng mỏ nhằm mục đích gì?,Legal,23d550b7
Một cuộc điều tra hiện trạng mỏ bao gồm những nội dung nào?,Legal,23d550b7
Kết quả điều tra hiện trạng mỏ có ý nghĩa như thế nào?,Legal,23d550b7
Tại sao điều tra hiện trạng mỏ lại cần thiết?,Legal,23d550b7
Các thông tin quan trọng nào được thu thập trong quá trình điều tra hiện trạng mỏ?,Legal,23d550b7
Văn phòng Ủy ban nhân dân cấp tỉnh có nhiệm vụ gì trong việc hướng dẫn nghiệp vụ cho Văn phòng các Sở?,Legal,a46f94f4
"Ai là những đơn vị được Văn phòng Ủy ban nhân dân cấp tỉnh hướng dẫn chuyên môn, nghiệp vụ hành chính văn phòng?",Legal,a46f94f4
"Besides Văn phòng các Sở, cơ quan nào còn được Văn phòng Ủy ban nhân dân cấp tỉnh hướng dẫn?",Legal,a46f94f4
Văn phòng Ủy ban nhân dân cấp tỉnh phối hợp với cơ quan nào để tổng kết và hướng dẫn nghiệp vụ?,Legal,a46f94f4
Văn phòng Ủy ban nhân dân cấp tỉnh hướng dẫn nghiệp vụ cho mấy nhóm đối tượng?,Legal,a46f94f4
Tiêu chuẩn chuyên môn của thợ kỹ thuật điện trên tàu biển được quy định ở đâu?,Legal,efc0c542
Mục A-III/7 của Bộ luật STCW bao gồm những chức năng nào đối với thợ kỹ thuật điện trên tàu biển?,Legal,efc0c542
"Ngoài kỹ thuật điện và điện tử, thợ kỹ thuật điện trên tàu biển còn có những chức năng gì?",Legal,efc0c542
Chức năng nào dưới đây KHÔNG thuộc phạm vi hoạt động của thợ kỹ thuật điện trên tàu biển?,Legal,efc0c542
"Bộ luật STCW quy định mức hỗ trợ nào cho chức năng kỹ thuật điện, điện tử và điều khiển trên tàu biển?",Legal,efc0c542
Quyền cầm giữ tài sản được áp dụng trong trường hợp nào?,Legal,9d0908b8
Bên cầm giữ có quyền lựa chọn tài sản để cầm giữ khi đối tượng nghĩa vụ bị vi phạm bao gồm nhiều tài sản?,Legal,9d0908b8
"Trong trường hợp nghĩa vụ bị vi phạm liên quan đến công việc tạo sản phẩm, bên cầm giữ có quyền làm gì?",Legal,9d0908b8
"Nếu đối tượng nghĩa vụ là công việc không tạo ra sản phẩm, bên cầm giữ có quyền sở hữu những gì?",Legal,9d0908b8
"Tài sản cầm giữ đã sinh ra hoa lợi, ai có quyền sở hữu?",Legal,9d0908b8
Ai có thẩm quyền giám sát việc thi công Dự án sân gôn?,Legal,49c86402
"Ngoài Ủy ban nhân dân cấp tỉnh, cơ quan nào khác được giao trách nhiệm giám sát Dự án sân gôn?",Legal,49c86402
Các cơ quan liên quan có trách nhiệm gì đối với việc xây dựng Dự án sân gôn?,Legal,49c86402
"Theo luật pháp, việc kiểm tra Dự án sân gôn được thực hiện như thế nào?",Legal,49c86402
Cơ quan đăng ký đầu tư có vai trò gì trong việc giám sát Dự án sân gôn?,Legal,49c86402
Ủy ban nhân dân xã có quyền điều chỉnh dự toán thu chi hằng năm khi nào?,Legal,4b901261
Điều chỉnh dự toán thu chi có mục đích gì?,Legal,4b901261
"Ngoài yêu cầu từ cấp trên, có trường hợp nào khác cho phép điều chỉnh dự toán thu chi không?",Legal,4b901261
Biến động về nguồn thu và nhiệm vụ chi được hiểu như thế nào?,Legal,4b901261
Who can access this information?,Legal,4b901261
Thời gian thực hiện nghĩa vụ Công an bao nhiêu năm?,Legal,8666f61e
"Theo luật, nghĩa vụ Công an kéo dài bao lâu?",Legal,8666f61e
Độ dài thời gian phục vụ nghĩa vụ công an là bao nhiêu?,Legal,8666f61e
Thời hạn nghĩa vụ trong quân đội Công an là bao lâu?,Legal,8666f61e
Mức độ thời gian tham gia nghĩa vụ ở Công an là bao nhiêu?,Legal,8666f61e
Hành vi vi phạm nào sẽ bị phạt tiền từ 6 triệu đến 8 triệu đồng?,Legal,a88adf9b
Đối với tổ chức nào mức phạt tiền vì không sửa chữa kịp thời biển báo hiệu nguy hiểm bị mất? ,Legal,a88adf9b
Quy định nào liên quan đến việc sửa chữa biển báo hiệu nguy hiểm bị hư hỏng?,Legal,a88adf9b
Mức phạt tiền cao nhất cho vi phạm không sửa chữa biển báo hiệu nguy hiểm là bao nhiêu?,Legal,a88adf9b
"Phạt tiền khi không sửa chữa kịp thời biển báo hiệu nguy hiểm, ai chịu trách nhiệm?",Legal,a88adf9b
"Hương ước, quy ước được thiết lập với mục đích gì?",Legal,9002b500
"Ai là những người tham gia thỏa thuận để tạo nên hương ước, quy ước?",Legal,9002b500
"Cơ quan Nhà nước nào có thẩm quyền công nhận hương ước, quy ước?",Legal,9002b500
"Hương ước, quy ước có hiệu lực đối với ai?",Legal,9002b500
"Tại đâu có thể tìm thấy quy định chi tiết về hương ước, quy ước? ",Legal,9002b500
Người sở hữu phương tiện vui chơi giải trí dưới nước có quyền tự đặt tên cho phương tiện đó không?,Legal,783c31db
Có quy định gì về việc đặt tên cho phương tiện vui chơi giải trí dưới nước không?,Legal,783c31db
Làm thế nào để biết tên của một phương tiện vui chơi giải trí dưới nước đã được đăng ký?,Legal,783c31db
Tên phương tiện vui chơi giải trí dưới nước đăng ký có thể trùng với tên phương tiện khác không?,Legal,783c31db
Thông tin tên phương tiện vui chơi giải trí dưới nước được cung cấp ở đâu?,Legal,783c31db
Kho bạc Nhà nước có hoàn trả phí dịch vụ thanh toán khi đơn vị hủy dịch vụ hay dịch vụ không thực hiện được vì sai sót bên đơn vị không phải do Kho bạc gây ra không?,Legal,28e7ffd4
"Kho bạc Nhà nước có thu phí dịch vụ thanh toán cho các khoản thanh toán trực tiếp giữa đơn vị, tổ chức với KBNN không?",Legal,28e7ffd4
